id,name,intervals,partner,retrograde_of,degenerate,reduces_to,berliner,row_forms,palindromic,literal_span_semitones,bounded_span_semitones
6-303,M2-M6-M2-M6-P4-m3,"2 9 2 9 5 3",6-303I,6-269I,false,,6-154,24,false,60,11
6-303I,m3-P5-M6-m7-m3-m7,"3 7 9 10 3 10",6-303,6-269,false,,6-154,24,false,84,11
6-304,M2-M6-M3-M3-m3-m6,"2 9 4 4 3 8",6-304I,6-294I,false,,6-171,24,false,60,11
6-304I,m3-m6-m6-M6-M3-m7,"3 8 8 9 4 10",6-304,6-294,false,,6-171,24,false,84,11
6-305,M2-M6-M3-P5-m3-P4,"2 9 4 7 3 5",6-305I,6-279I,false,,6-163,24,false,60,11
6-305I,m3-m6-P4-M6-P5-m7,"3 8 5 9 7 10",6-305,6-279,false,,6-163,24,false,84,11
6-306,M2-M6-P4-m3-m6-m3,"2 9 5 3 8 3",6-306I,6-272I,false,,6-157,24,false,60,11
6-306I,m3-P5-M6-M3-M6-m7,"3 7 9 4 9 10",6-306,6-272,false,,6-157,24,false,84,11
6-307,M2-M6-P4-P4-M3-P4,"2 9 5 5 4 5",6-307I,6-282I,false,,6-165,24,false,60,11
6-307I,m3-P5-P5-m6-P5-m7,"3 7 7 8 7 10",6-307,6-282,false,,6-165,24,false,84,11
6-308,M2-M6-P4-M6-m6-M6,"2 9 5 9 8 9",6-308I,6-311I,false,,6-173,24,false,84,11
6-308I,m3-M3-m3-m7-m3-P5,"3 4 3 10 3 7",6-308,6-311,false,,6-173,24,false,60,11
6-309,M2-M6-m6-m3-P4-m3,"2 9 8 3 5 3",6-309I,6-267I,false,,6-152,24,false,60,11
6-309I,m3-M3-M6-P5-M6-m7,"3 4 9 7 9 10",6-309,6-267,false,,6-152,24,false,84,11
6-310,M2-M6-m6-m6-P5-m6,"2 9 8 8 7 8",6-310I,6-300I,false,,6-172,24,false,84,11
6-310I,m3-M3-M3-P4-M3-m7,"3 4 4 5 4 10",6-310,6-300,false,,6-172,24,false,60,11
6-311,M2-M6-m6-M6-P4-M6,"2 9 8 9 5 9",6-311I,6-308I,false,,6-173,24,false,84,11
6-311I,m3-M3-m3-P5-m3-m7,"3 4 3 7 3 10",6-311,6-308,false,,6-173,24,false,60,11
6-312,m3-M3-m3-M3-M6-P5,"3 4 3 4 9 7",6-312I,6-313I,false,,6-174,24,false,60,11
6-312I,m3-P4-M6-m6-M6-m6,"3 5 9 8 9 8",6-312,6-313,false,,6-174,24,false,84,11
6-313,m3-M3-m3-P5-M6-M3,"3 4 3 7 9 4",6-313I,6-312I,false,,6-174,24,false,60,11
6-313I,m3-m6-M6-m6-M6-P4,"3 8 9 8 9 5",6-313,6-312,false,,6-174,24,false,84,11
6-314,m3-M3-M3-m3-m6-m6,"3 4 4 3 8 8",6-314I,6-314I,false,,6-175,12,true,60,11
6-314I,M3-M3-M6-m6-m6-M6,"4 4 9 8 8 9",6-314,6-314,false,,6-175,12,true,84,11
6-315,m3-M3-P5-m3-P4-m6,"3 4 7 3 5 8",6-315I,6-322I,false,,6-176,24,false,60,11
6-315I,M3-M6-m6-P4-M6-P5,"4 9 8 5 9 7",6-315,6-322,false,,6-176,24,false,84,11
6-316,m3-M3-M6-M3-m3-P5,"3 4 9 4 3 7",6-316I,6-316I,false,,6-177,12,true,60,11
6-316I,m3-m6-M6-P4-M6-m6,"3 8 9 5 9 8",6-316,6-316,false,,6-177,12,true,84,11
6-317,m3-P4-m3-P4-M6-P4,"3 5 3 5 9 5",6-317I,6-317I,false,,6-178,12,true,60,11
6-317I,m3-P5-M6-P5-M6-P5,"3 7 9 7 9 7",6-317,6-317,false,,6-178,12,true,84,11
6-318,m3-P4-m3-m6-m3-m6,"3 5 3 8 3 8",6-318I,6-318I,false,,6-179,12,true,60,11
6-318I,M3-M6-M3-M6-P5-M6,"4 9 4 9 7 9",6-318,6-318,false,,6-179,12,true,84,11
6-319,m3-P4-P4-m3-P5-P5,"3 5 5 3 7 7",6-319I,6-319I,false,,6-180,12,true,60,11
6-319I,P4-P4-M6-P5-P5-M6,"5 5 9 7 7 9",6-319,6-319,false,,6-180,12,true,84,11
6-320,m3-P4-P4-M3-P4-m6,"3 5 5 4 5 8",6-320I,6-324I,false,,6-181,24,false,60,11
6-320I,M3-M6-P5-P5-m6-P5,"4 9 7 7 8 7",6-320,6-324,false,,6-181,24,false,84,11
6-321,m3-P5-m3-P5-m3-P5,"3 7 3 7 3 7",6-321I,6-321I,true,m3-P5,,4,true,60,11
6-321I,P4-M6-P4-M6-P4-M6,"5 9 5 9 5 9",6-321,6-321,true,P4-M6,,4,true,84,11
6-322,m3-P5-M3-m3-m6-P4,"3 7 4 3 8 5",6-322I,6-315I,false,,6-176,24,false,60,11
6-322I,M3-P5-M6-P4-m6-M6,"4 7 9 5 8 9",6-322,6-315,false,,6-176,24,false,84,11
6-323,m3-P5-M3-P4-M3-P5,"3 7 4 5 4 7",6-323I,6-323I,false,,6-182,12,true,60,11
6-323I,P4-m6-P5-m6-P4-M6,"5 8 7 8 5 9",6-323,6-323,false,,6-182,12,true,84,11
6-324,m3-m6-P4-M3-P4-P4,"3 8 5 4 5 5",6-324I,6-320I,false,,6-181,24,false,60,11
6-324I,M3-P5-m6-P5-P5-M6,"4 7 8 7 7 9",6-324,6-320,false,,6-181,24,false,84,11
6-325,m3-m6-m6-P5-m6-m6,"3 8 8 7 8 8",6-325I,6-325I,false,,6-183,12,true,84,11
6-325I,M3-M3-P4-M3-M3-M6,"4 4 5 4 4 9",6-325,6-325,false,,6-183,12,true,60,11
6-326,M3-M3-P5-M3-M3-P5,"4 4 7 4 4 7",6-326I,6-326I,true,M3-M3-P5,,6,true,60,11
6-326I,P4-m6-m6-P4-m6-m6,"5 8 8 5 8 8",6-326,6-326,true,P4-m6-m6,,6,true,84,11
6-327,M3-P4-P4-P4-M3-P5,"4 5 5 5 4 7",6-327I,6-327I,false,,6-184,12,true,60,11
6-327I,P4-m6-P5-P5-P5-m6,"5 8 7 7 7 8",6-327,6-327,false,,6-184,12,true,84,11
6-328,P4-P4-P4-P4-P4-P4,"5 5 5 5 5 5",6-328I,6-328I,true,P4,,2,true,60,11
6-328I,P5-P5-P5-P5-P5-P5,"7 7 7 7 7 7",6-328,6-328,true,P5,,2,true,84,11
